Treebank,Encoding,Language Model,Finetuned,Pretrained,UAS,LAS,CLAS,MLAS,BLEX,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-c,finetuned,pretrained,74.61,66.62,65.53,42.03,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-c,not_finetuned,not_pretrained,41.33,30.12,27.8,17.4,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-c,not_finetuned,pretrained,37.0,26.87,25.55,16.6,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-c,finetuned,pretrained,73.72,66.51,65.45,41.91,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,50.41,37.51,35.23,22.7,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,67.62,57.46,55.93,35.88,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,84.21,78.59,77.96,50.73,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,44.44,30.13,29.66,18.47,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,63.99,52.68,51.76,32.99,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,83.44,77.24,76.42,50.16,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,42.99,29.22,26.8,17.48,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,63.4,52.21,50.79,32.53,0.0,
UD_Classical_Chinese-Kyoto,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,42.25,29.35,27.22,17.15,0.0,
UD_Classical_Chinese-Kyoto,relative,bert-base-multilingual-cased,not_finetuned,pretrained,60.56,51.61,50.26,32.31,0.0,
UD_Classical_Chinese-Kyoto,relative,bert-base-multilingual-cased,finetuned,pretrained,83.1,77.53,76.61,50.28,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,35.19,19.37,19.08,13.16,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,xlm-roberta-base,not_finetuned,pretrained,51.66,39.08,38.01,25.0,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,xlm-roberta-base,finetuned,pretrained,84.58,79.11,78.42,51.13,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,32.6,15.61,16.14,10.99,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,52.8,35.56,34.82,22.65,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,83.95,78.07,77.33,50.7,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,25.66,13.79,13.72,10.4,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,41.33,28.91,27.59,19.04,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,xlm-roberta-base,finetuned,pretrained,84.17,78.22,77.35,50.84,0.0,
UD_Classical_Chinese-Kyoto,relative,xlm-roberta-base,not_finetuned,not_pretrained,19.9,9.08,9.0,6.65,0.0,
UD_Classical_Chinese-Kyoto,relative,xlm-roberta-base,not_finetuned,pretrained,45.1,32.72,31.45,20.46,0.0,
UD_Classical_Chinese-Kyoto,relative,xlm-roberta-base,finetuned,pretrained,83.28,77.64,76.79,50.42,0.0,
UD_Naija-NSC,rel-pos,google/canine-s,not_finetuned,not_pretrained,47.33,39.49,36.63,21.68,0.0,
UD_Naija-NSC,rel-pos,google/canine-s,not_finetuned,pretrained,51.11,43.11,40.68,24.49,0.0,
UD_Naija-NSC,rel-pos,google/canine-s,finetuned,pretrained,74.11,68.87,66.55,41.99,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,33.56,26.71,26.76,17.29,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,37.78,30.42,30.08,19.58,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,72.06,66.07,64.81,42.27,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,30.58,24.5,22.23,13.33,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-s,not_finetuned,pretrained,34.92,28.89,26.44,16.0,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-s,finetuned,pretrained,65.81,61.37,58.92,37.66,0.0,
UD_Naija-NSC,relative,google/canine-s,not_finetuned,not_pretrained,33.57,28.75,26.84,15.21,0.0,
UD_Naija-NSC,relative,google/canine-s,not_finetuned,pretrained,35.81,31.1,29.62,17.62,0.0,
UD_Naija-NSC,relative,google/canine-s,finetuned,pretrained,64.22,59.93,56.86,34.92,0.0,
UD_Naija-NSC,rel-pos,google/canine-c,not_finetuned,not_pretrained,47.33,39.49,36.63,21.68,0.0,
UD_Naija-NSC,rel-pos,google/canine-c,not_finetuned,pretrained,41.81,31.38,31.05,18.57,0.0,
UD_Naija-NSC,rel-pos,google/canine-c,finetuned,pretrained,65.29,57.22,54.54,32.9,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,33.56,26.71,26.76,17.29,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,24.09,16.64,18.35,12.94,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,61.89,51.52,50.14,31.83,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,30.58,24.5,22.23,13.33,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-c,not_finetuned,pretrained,22.65,16.16,15.83,10.45,0.0,
UD_Naija-NSC,arc-hybrid,google/canine-c,finetuned,pretrained,53.91,47.81,46.11,27.97,0.0,
UD_Naija-NSC,relative,google/canine-c,not_finetuned,not_pretrained,33.57,28.75,26.84,15.21,0.0,
UD_Naija-NSC,relative,google/canine-c,not_finetuned,pretrained,27.64,21.38,21.36,12.81,0.0,
UD_Naija-NSC,relative,google/canine-c,finetuned,pretrained,51.36,45.5,42.72,25.38,0.0,
UD_Naija-NSC,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,50.98,42.22,36.98,22.8,0.0,
UD_Naija-NSC,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,65.44,59.82,56.0,35.11,0.0,
UD_Naija-NSC,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,87.04,84.18,82.45,55.03,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,35.65,28.9,26.25,16.12,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,54.07,48.94,47.21,29.9,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,88.6,85.33,83.94,56.75,0.0,
UD_Naija-NSC,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,33.63,27.18,23.54,14.26,0.0,
UD_Naija-NSC,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,52.94,48.13,44.58,27.31,0.0,
UD_Naija-NSC,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,84.89,82.13,80.18,54.2,0.0,
UD_Naija-NSC,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,32.49,27.91,24.39,13.82,0.0,
UD_Naija-NSC,relative,bert-base-multilingual-cased,not_finetuned,pretrained,47.37,44.04,41.0,23.58,0.0,
UD_Naija-NSC,relative,bert-base-multilingual-cased,finetuned,pretrained,82.44,79.68,77.12,51.39,0.0,
UD_Naija-NSC,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,49.93,41.91,36.83,22.97,0.0,
UD_Naija-NSC,rel-pos,xlm-roberta-base,not_finetuned,pretrained,58.64,52.05,47.52,28.87,0.0,
UD_Naija-NSC,rel-pos,xlm-roberta-base,finetuned,pretrained,86.9,84.28,82.53,55.07,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,35.44,28.56,26.01,15.8,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,42.15,36.66,35.04,21.05,0.0,
UD_Naija-NSC,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,88.87,85.38,83.99,56.49,0.0,
UD_Naija-NSC,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,32.29,25.94,22.56,13.58,0.0,
UD_Naija-NSC,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,42.36,36.93,33.58,19.77,0.0,
UD_Naija-NSC,arc-hybrid,xlm-roberta-base,finetuned,pretrained,85.23,82.57,80.63,54.22,0.0,
UD_Naija-NSC,relative,xlm-roberta-base,not_finetuned,not_pretrained,31.92,27.61,23.98,13.89,0.0,
UD_Naija-NSC,relative,xlm-roberta-base,not_finetuned,pretrained,39.27,35.67,33.48,18.61,0.0,
UD_Naija-NSC,relative,xlm-roberta-base,finetuned,pretrained,82.76,80.04,77.47,51.45,0.0,
UD_Maltese-MUDT,rel-pos,google/canine-s,not_finetuned,not_pretrained,40.67,32.8,20.01,14.16,20.01,
UD_Maltese-MUDT,rel-pos,google/canine-s,not_finetuned,pretrained,41.41,31.82,22.04,15.66,22.04,
UD_Maltese-MUDT,rel-pos,google/canine-s,finetuned,pretrained,55.12,45.59,33.34,26.57,33.34,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,32.86,22.44,13.1,9.89,13.1,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,33.62,22.79,14.65,11.53,14.65,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,43.39,32.95,21.37,17.4,21.37,
UD_Maltese-MUDT,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,28.66,21.01,7.34,5.01,7.34,
UD_Maltese-MUDT,arc-hybrid,google/canine-s,not_finetuned,pretrained,28.42,20.54,7.74,5.75,7.74,
UD_Maltese-MUDT,arc-hybrid,google/canine-s,finetuned,pretrained,40.83,31.63,15.95,12.6,15.95,
UD_Maltese-MUDT,relative,google/canine-s,not_finetuned,not_pretrained,35.37,24.44,15.74,12.49,15.74,
UD_Maltese-MUDT,relative,google/canine-s,not_finetuned,pretrained,36.2,25.78,19.47,16.22,19.47,
UD_Maltese-MUDT,relative,google/canine-s,finetuned,pretrained,42.86,34.96,26.42,22.47,26.42,
UD_Maltese-MUDT,rel-pos,google/canine-c,not_finetuned,not_pretrained,40.67,32.8,20.01,14.16,20.01,
UD_Maltese-MUDT,rel-pos,google/canine-c,not_finetuned,pretrained,31.3,21.29,13.94,7.95,13.94,
UD_Maltese-MUDT,rel-pos,google/canine-c,finetuned,pretrained,34.04,23.26,10.48,7.47,10.48,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,32.86,22.44,13.1,9.89,13.1,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,26.91,12.54,6.53,4.23,6.53,
UD_Maltese-MUDT,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,26.95,17.59,9.6,5.87,9.6,
UD_Maltese-MUDT,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,28.66,21.01,7.34,5.01,7.34,
UD_Maltese-MUDT,arc-hybrid,google/canine-c,not_finetuned,pretrained,22.56,13.93,3.57,2.23,3.57,
UD_Maltese-MUDT,arc-hybrid,google/canine-c,finetuned,pretrained,23.45,17.56,3.71,2.41,3.71,
UD_Maltese-MUDT,relative,google/canine-c,not_finetuned,not_pretrained,35.37,24.44,15.74,12.49,15.74,
UD_Maltese-MUDT,relative,google/canine-c,not_finetuned,pretrained,32.09,17.83,11.42,8.3,11.42,
UD_Maltese-MUDT,relative,google/canine-c,finetuned,pretrained,35.3,21.15,10.64,8.98,10.64,
UD_Maltese-MUDT,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,40.4,31.73,15.49,12.12,15.49,
UD_Maltese-MUDT,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,50.44,42.54,28.57,23.23,28.57,
UD_Maltese-MUDT,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,66.31,58.06,49.17,41.69,49.17,
UD_Maltese-MUDT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,28.05,18.02,10.3,7.34,10.3,
UD_Maltese-MUDT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,37.98,29.63,20.0,16.83,20.0,
UD_Maltese-MUDT,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,59.66,47.91,35.2,31.19,35.2,
UD_Maltese-MUDT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.5,21.99,8.02,5.85,8.02,
UD_Maltese-MUDT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,37.36,30.07,14.93,11.49,14.93,
UD_Maltese-MUDT,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,56.52,48.27,35.7,30.07,35.7,
UD_Maltese-MUDT,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,28.15,21.28,12.27,9.6,12.27,
UD_Maltese-MUDT,relative,bert-base-multilingual-cased,not_finetuned,pretrained,39.04,31.37,22.17,19.56,22.17,
UD_Maltese-MUDT,relative,bert-base-multilingual-cased,finetuned,pretrained,57.17,48.34,38.08,34.33,38.08,
UD_Maltese-MUDT,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,38.7,29.68,15.19,11.32,15.19,
UD_Maltese-MUDT,rel-pos,xlm-roberta-base,not_finetuned,pretrained,40.62,32.52,18.03,14.28,18.03,
UD_Maltese-MUDT,rel-pos,xlm-roberta-base,finetuned,pretrained,62.58,54.3,43.86,37.23,43.86,
UD_Maltese-MUDT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,24.93,15.15,8.68,6.01,8.68,
UD_Maltese-MUDT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,28.66,20.15,10.84,8.59,10.84,
UD_Maltese-MUDT,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,57.71,45.33,32.21,27.8,32.21,
UD_Maltese-MUDT,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,29.6,20.39,7.16,5.05,7.16,
UD_Maltese-MUDT,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,26.91,20.03,5.55,3.48,5.55,
UD_Maltese-MUDT,arc-hybrid,xlm-roberta-base,finetuned,pretrained,48.28,41.19,25.55,20.81,25.55,
UD_Maltese-MUDT,relative,xlm-roberta-base,not_finetuned,not_pretrained,25.76,18.24,11.36,8.45,11.36,
UD_Maltese-MUDT,relative,xlm-roberta-base,not_finetuned,pretrained,31.87,23.26,13.74,11.84,13.74,
UD_Maltese-MUDT,relative,xlm-roberta-base,finetuned,pretrained,48.6,40.37,30.82,27.97,30.82,
UD_Gothic-PROIEL,rel-pos,google/canine-s,not_finetuned,not_pretrained,40.43,28.02,24.37,2.33,0.0,
UD_Gothic-PROIEL,rel-pos,google/canine-s,not_finetuned,pretrained,41.55,29.59,26.04,1.76,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,35.05,22.29,19.37,1.63,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,36.06,22.31,19.63,1.52,0.0,
UD_Gothic-PROIEL,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,33.9,23.09,17.46,1.65,0.0,
UD_Gothic-PROIEL,arc-hybrid,google/canine-s,not_finetuned,pretrained,32.48,22.18,17.05,1.54,0.0,
UD_Gothic-PROIEL,relative,google/canine-s,not_finetuned,not_pretrained,33.67,23.59,20.21,1.45,0.0,
UD_Gothic-PROIEL,relative,google/canine-s,not_finetuned,pretrained,35.16,24.84,21.65,1.25,0.0,
UD_Gothic-PROIEL,rel-pos,google/canine-c,not_finetuned,not_pretrained,40.15,28.01,24.01,2.28,0.0,
UD_Gothic-PROIEL,rel-pos,google/canine-c,not_finetuned,pretrained,30.48,17.01,15.12,0.55,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,35.05,22.29,19.37,1.63,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,25.65,11.52,11.26,0.24,0.0,
UD_Gothic-PROIEL,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,33.9,23.09,17.46,1.65,0.0,
UD_Gothic-PROIEL,arc-hybrid,google/canine-c,not_finetuned,pretrained,23.56,12.89,9.45,0.53,0.0,
UD_Gothic-PROIEL,relative,google/canine-c,not_finetuned,not_pretrained,33.67,23.59,20.21,1.45,0.0,
UD_Gothic-PROIEL,relative,google/canine-c,not_finetuned,pretrained,26.45,14.63,12.58,0.51,0.0,
UD_Gothic-PROIEL,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,42.9,29.88,24.43,2.57,0.0,
UD_Gothic-PROIEL,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,52.44,40.89,34.68,3.15,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,32.4,21.7,19.44,1.8,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,42.38,31.6,27.4,2.77,0.0,
UD_Gothic-PROIEL,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,37.6,25.41,18.1,1.77,0.0,
UD_Gothic-PROIEL,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,44.17,33.33,26.03,2.27,0.0,
UD_Gothic-PROIEL,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,72.24,63.26,58.75,5.69,0.0,
UD_Gothic-PROIEL,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,34.54,23.74,19.2,1.51,0.0,
UD_Gothic-PROIEL,relative,bert-base-multilingual-cased,not_finetuned,pretrained,41.41,32.64,27.86,2.05,0.0,
UD_Gothic-PROIEL,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,42.91,29.99,24.27,2.35,0.0,
UD_Gothic-PROIEL,rel-pos,xlm-roberta-base,not_finetuned,pretrained,40.77,28.83,21.46,1.48,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,31.66,21.31,18.85,1.85,0.0,
UD_Gothic-PROIEL,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,29.7,20.29,16.62,1.49,0.0,
UD_Gothic-PROIEL,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,37.4,25.73,18.19,1.4,0.0,
UD_Gothic-PROIEL,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,34.76,23.93,16.07,1.11,0.0,
UD_Gothic-PROIEL,relative,xlm-roberta-base,not_finetuned,not_pretrained,34.01,23.83,19.35,1.32,0.0,
UD_Gothic-PROIEL,relative,xlm-roberta-base,not_finetuned,pretrained,34.21,23.71,19.93,0.84,0.0,
UD_Wolof-WTB,rel-pos,google/canine-s,not_finetuned,not_pretrained,47.09,36.95,29.07,3.65,0.0,
UD_Wolof-WTB,rel-pos,google/canine-s,not_finetuned,pretrained,43.98,33.44,28.28,4.15,0.0,
UD_Wolof-WTB,rel-pos,google/canine-s,finetuned,pretrained,54.8,46.26,38.64,6.91,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,33.52,22.78,18.27,2.38,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,30.57,20.25,15.58,2.65,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,42.56,31.9,25.9,4.25,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,30.56,21.83,13.99,1.64,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-s,not_finetuned,pretrained,27.2,18.76,12.24,2.13,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-s,finetuned,pretrained,37.52,29.14,21.63,3.93,0.0,
UD_Wolof-WTB,relative,google/canine-s,not_finetuned,not_pretrained,35.66,26.67,21.46,3.94,0.0,
UD_Wolof-WTB,relative,google/canine-s,not_finetuned,pretrained,33.92,25.18,21.28,4.57,0.0,
UD_Wolof-WTB,relative,google/canine-s,finetuned,pretrained,41.28,34.37,29.94,6.39,0.0,
UD_Wolof-WTB,rel-pos,google/canine-c,not_finetuned,not_pretrained,47.48,37.3,28.8,3.52,0.0,
UD_Wolof-WTB,rel-pos,google/canine-c,not_finetuned,pretrained,32.96,19.06,17.05,2.38,0.0,
UD_Wolof-WTB,rel-pos,google/canine-c,finetuned,pretrained,39.13,26.53,21.73,3.31,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,33.52,22.78,18.27,2.38,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,23.68,7.71,5.88,1.01,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,18.73,9.03,5.32,0.25,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,30.56,21.83,13.99,1.64,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-c,not_finetuned,pretrained,13.79,6.18,3.76,0.42,0.0,
UD_Wolof-WTB,arc-hybrid,google/canine-c,finetuned,pretrained,12.6,6.01,3.59,0.52,0.0,
UD_Wolof-WTB,relative,google/canine-c,not_finetuned,not_pretrained,35.66,26.67,21.46,3.94,0.0,
UD_Wolof-WTB,relative,google/canine-c,not_finetuned,pretrained,25.78,13.76,12.7,1.89,0.0,
UD_Wolof-WTB,relative,google/canine-c,finetuned,pretrained,26.39,15.88,11.94,2.12,0.0,
UD_Wolof-WTB,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,46.53,35.65,22.14,2.75,0.0,
UD_Wolof-WTB,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,53.98,45.19,33.87,6.27,0.0,
UD_Wolof-WTB,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,69.44,62.74,56.34,10.89,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.47,19.36,10.91,1.33,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,38.15,28.32,20.24,4.22,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,60.28,49.69,40.3,6.64,0.0,
UD_Wolof-WTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,33.1,22.46,11.73,1.6,0.0,
UD_Wolof-WTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,38.6,30.22,19.58,3.7,0.0,
UD_Wolof-WTB,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,59.87,50.38,41.52,7.88,0.0,
UD_Wolof-WTB,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,28.37,20.4,12.68,2.11,0.0,
UD_Wolof-WTB,relative,bert-base-multilingual-cased,not_finetuned,pretrained,39.66,31.79,25.23,5.67,0.0,
UD_Wolof-WTB,relative,bert-base-multilingual-cased,finetuned,pretrained,57.92,50.63,44.31,9.41,0.0,
UD_Wolof-WTB,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,44.29,32.45,18.91,2.48,0.0,
UD_Wolof-WTB,rel-pos,xlm-roberta-base,not_finetuned,pretrained,45.01,34.89,21.9,2.35,0.0,
UD_Wolof-WTB,rel-pos,xlm-roberta-base,finetuned,pretrained,62.33,54.31,47.65,7.4,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,26.74,17.17,9.42,1.25,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,23.42,16.0,8.52,0.48,0.0,
UD_Wolof-WTB,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,55.06,43.16,34.07,5.81,0.0,
UD_Wolof-WTB,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,32.65,21.69,11.32,1.82,0.0,
UD_Wolof-WTB,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,27.8,18.78,9.03,0.55,0.0,
UD_Wolof-WTB,arc-hybrid,xlm-roberta-base,finetuned,pretrained,50.83,41.37,31.09,4.16,0.0,
UD_Wolof-WTB,relative,xlm-roberta-base,not_finetuned,not_pretrained,28.41,19.28,11.47,1.8,0.0,
UD_Wolof-WTB,relative,xlm-roberta-base,not_finetuned,pretrained,26.69,19.3,12.16,2.19,0.0,
UD_Wolof-WTB,relative,xlm-roberta-base,finetuned,pretrained,51.84,43.06,36.04,7.29,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-s,not_finetuned,not_pretrained,40.01,27.38,23.8,2.78,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-s,not_finetuned,pretrained,42.83,30.01,27.22,3.12,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-s,finetuned,pretrained,64.47,53.54,50.96,5.56,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,35.8,21.26,19.32,1.59,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,37.58,22.69,21.3,1.71,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,61.2,48.06,45.02,4.81,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,31.22,20.42,16.02,1.41,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-s,not_finetuned,pretrained,33.5,22.0,18.4,1.68,0.0,
UD_Old_East_Slavic-TOROT,arc-hybrid,google/canine-s,finetuned,pretrained,57.48,46.9,43.0,4.6,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-s,not_finetuned,not_pretrained,34.98,23.5,20.28,1.49,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-s,not_finetuned,pretrained,36.75,25.23,22.5,1.7,0.0,
UD_Old_East_Slavic-TOROT,relative,google/canine-s,finetuned,pretrained,57.77,48.49,44.93,4.06,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-c,not_finetuned,not_pretrained,40.01,27.38,23.8,2.78,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-c,not_finetuned,pretrained,33.73,19.7,17.92,1.56,0.0,
UD_Old_East_Slavic-TOROT,rel-pos,google/canine-c,finetuned,pretrained,59.28,46.38,43.67,4.64,0.0,
UD_Old_East_Slavic-TOROT,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,35.8,21.26,19.32,1.59,0.0,
